no,hora,func,valor,unidade,auto
23490,14:58:45,DC,0,015,A,A
23491,14:58:46,DC,0,015,A,A
23492,14:58:47,DC,0,015,A,A
23493,14:58:48,DC,0,015,A,A
23494,14:58:49,DC,0,015,A,A
23495,14:58:50,DC,0,015,A,A
23496,14:58:51,DC,0,015,A,A
23497,14:58:52,DC,0,015,A,A
23498,14:58:53,DC,0,015,A,A
23499,14:58:54,DC,0,015,A,A
23500,14:58:55,DC,0,015,A,A
23501,14:58:56,DC,0,015,A,A
23502,14:58:57,DC,0,015,A,A
23503,14:58:58,DC,0,015,A,A
23504,14:58:59,DC,0,015,A,A
23505,14:59:00,DC,0,015,A,A
23506,14:59:01,DC,0,016,A,A
23507,14:59:02,DC,0,018,A,A
23508,14:59:03,DC,0,02,A,A
23509,14:59:04,DC,0,02,A,A
23510,14:59:05,DC,0,02,A,A
23511,14:59:06,DC,0,02,A,A
23512,14:59:07,DC,0,02,A,A
23513,14:59:08,DC,0,02,A,A
23514,14:59:09,DC,0,02,A,A
23515,14:59:10,DC,0,02,A,A
23516,14:59:11,DC,0,02,A,A
23517,14:59:12,DC,0,02,A,A
23518,14:59:13,DC,0,02,A,A
23519,14:59:14,DC,0,02,A,A
23520,14:59:15,DC,0,02,A,A
23521,14:59:16,DC,0,02,A,A
23522,14:59:17,DC,0,02,A,A
23523,14:59:18,DC,0,02,A,A
23524,14:59:19,DC,0,02,A,A
23525,14:59:20,DC,0,02,A,A
23526,14:59:21,DC,0,02,A,A
23527,14:59:22,DC,0,02,A,A
23528,14:59:23,DC,0,02,A,A
23529,14:59:24,DC,0,02,A,A
23530,14:59:25,DC,0,02,A,A
23531,14:59:26,DC,0,02,A,A
23532,14:59:27,DC,0,02,A,A
23533,14:59:28,DC,0,02,A,A
23534,14:59:29,DC,0,02,A,A
23535,14:59:30,DC,0,02,A,A
23536,14:59:31,DC,0,02,A,A
23537,14:59:32,DC,0,02,A,A
23538,14:59:33,DC,0,02,A,A
23539,14:59:34,DC,0,02,A,A
23540,14:59:35,DC,0,02,A,A
23541,14:59:36,DC,0,02,A,A
23542,14:59:37,DC,0,02,A,A
23543,14:59:38,DC,0,02,A,A
23544,14:59:39,DC,0,02,A,A
23545,14:59:40,DC,0,02,A,A
23546,14:59:41,DC,0,02,A,A
23547,14:59:42,DC,0,02,A,A
23548,14:59:43,DC,0,02,A,A
23549,14:59:44,DC,0,02,A,A
23550,14:59:45,DC,0,02,A,A
23551,14:59:46,DC,0,02,A,A
23552,14:59:47,DC,0,02,A,A
23553,14:59:48,DC,0,02,A,A
23554,14:59:49,DC,0,02,A,A
23555,14:59:50,DC,0,02,A,A
23556,14:59:51,DC,0,02,A,A
23557,14:59:52,DC,0,02,A,A
23558,14:59:53,DC,0,02,A,A
23559,14:59:54,DC,0,02,A,A
23560,14:59:55,DC,0,02,A,A
23561,14:59:56,DC,0,02,A,A
23562,14:59:57,DC,0,02,A,A
23563,14:59:58,DC,0,02,A,A
23564,14:59:59,DC,0,02,A,A
23565,15:00:00,DC,0,02,A,A
23566,15:00:01,DC,0,018,A,A
23567,15:00:02,DC,0,016,A,A
23568,15:00:03,DC,0,015,A,A
23569,15:00:04,DC,0,015,A,A
23570,15:00:05,DC,0,015,A,A
23571,15:00:06,DC,0,015,A,A
23572,15:00:07,DC,0,015,A,A
23573,15:00:08,DC,0,015,A,A
23574,15:00:09,DC,0,015,A,A
23575,15:00:10,DC,0,015,A,A
23576,15:00:11,DC,0,015,A,A
23577,15:00:12,DC,0,015,A,A
23578,15:00:13,DC,0,015,A,A
23579,15:00:14,DC,0,015,A,A
23580,15:00:15,DC,0,015,A,A
23581,15:00:16,DC,0,015,A,A
23582,15:00:17,DC,0,015,A,A
23583,15:00:18,DC,0,015,A,A
23584,15:00:19,DC,0,015,A,A
23585,15:00:20,DC,0,015,A,A
23586,15:00:21,DC,0,015,A,A
23587,15:00:22,DC,0,015,A,A
23588,15:00:23,DC,0,015,A,A
23589,15:00:24,DC,0,015,A,A
23590,15:00:25,DC,0,015,A,A
23591,15:00:26,DC,0,015,A,A
23592,15:00:27,DC,0,015,A,A
23593,15:00:28,DC,0,015,A,A
23594,15:00:29,DC,0,015,A,A
23595,15:00:30,DC,0,015,A,A
23596,15:00:31,DC,0,015,A,A
23597,15:00:32,DC,0,015,A,A
23598,15:00:33,DC,0,015,A,A
23599,15:00:34,DC,0,015,A,A
23600,15:00:35,DC,0,015,A,A
23601,15:00:36,DC,0,015,A,A
23602,15:00:37,DC,0,015,A,A
23603,15:00:38,DC,0,015,A,A
23604,15:00:39,DC,0,015,A,A
23605,15:00:40,DC,0,015,A,A
23606,15:00:41,DC,0,015,A,A
23607,15:00:42,DC,0,015,A,A
23608,15:00:43,DC,0,015,A,A
23609,15:00:44,DC,0,015,A,A
23610,15:00:45,DC,0,015,A,A
23611,15:00:46,DC,0,015,A,A
23612,15:00:47,DC,0,015,A,A
23613,15:00:48,DC,0,015,A,A
23614,15:00:49,DC,0,015,A,A
23615,15:00:50,DC,0,015,A,A
23616,15:00:51,DC,0,015,A,A
23617,15:00:52,DC,0,015,A,A
23618,15:00:53,DC,0,015,A,A
23619,15:00:54,DC,0,015,A,A
23620,15:00:55,DC,0,015,A,A
23621,15:00:56,DC,0,015,A,A
23622,15:00:57,DC,0,015,A,A
23623,15:00:58,DC,0,015,A,A
23624,15:00:59,DC,0,015,A,A
23625,15:01:00,DC,0,015,A,A
23626,15:01:01,DC,0,017,A,A
23627,15:01:02,DC,0,018,A,A
23628,15:01:03,DC,0,02,A,A
23629,15:01:04,DC,0,02,A,A
23630,15:01:05,DC,0,02,A,A
23631,15:01:06,DC,0,02,A,A
23632,15:01:07,DC,0,02,A,A
23633,15:01:08,DC,0,02,A,A
23634,15:01:09,DC,0,02,A,A
23635,15:01:10,DC,0,02,A,A
23636,15:01:11,DC,0,02,A,A
23637,15:01:12,DC,0,02,A,A
23638,15:01:13,DC,0,02,A,A
23639,15:01:14,DC,0,02,A,A
23640,15:01:15,DC,0,02,A,A
23641,15:01:16,DC,0,02,A,A
23642,15:01:17,DC,0,02,A,A
23643,15:01:18,DC,0,02,A,A
23644,15:01:19,DC,0,02,A,A
23645,15:01:20,DC,0,02,A,A
23646,15:01:21,DC,0,02,A,A
23647,15:01:22,DC,0,02,A,A
23648,15:01:23,DC,0,02,A,A
23649,15:01:24,DC,0,02,A,A
23650,15:01:25,DC,0,02,A,A
23651,15:01:26,DC,0,02,A,A
23652,15:01:27,DC,0,02,A,A
23653,15:01:28,DC,0,02,A,A
23654,15:01:29,DC,0,02,A,A
23655,15:01:30,DC,0,02,A,A
23656,15:01:31,DC,0,02,A,A
23657,15:01:32,DC,0,02,A,A
23658,15:01:33,DC,0,02,A,A
23659,15:01:34,DC,0,02,A,A
23660,15:01:35,DC,0,02,A,A
23661,15:01:36,DC,0,02,A,A
23662,15:01:37,DC,0,02,A,A
23663,15:01:38,DC,0,02,A,A
23664,15:01:39,DC,0,02,A,A
23665,15:01:40,DC,0,02,A,A
23666,15:01:41,DC,0,02,A,A
23667,15:01:42,DC,0,02,A,A
23668,15:01:43,DC,0,02,A,A
23669,15:01:44,DC,0,02,A,A
23670,15:01:45,DC,0,02,A,A
23671,15:01:46,DC,0,02,A,A
23672,15:01:47,DC,0,02,A,A
23673,15:01:48,DC,0,02,A,A
23674,15:01:49,DC,0,02,A,A
23675,15:01:50,DC,0,02,A,A
23676,15:01:51,DC,0,02,A,A
23677,15:01:52,DC,0,02,A,A
23678,15:01:53,DC,0,02,A,A
23679,15:01:54,DC,0,02,A,A
23680,15:01:55,DC,0,02,A,A
23681,15:01:56,DC,0,02,A,A
23682,15:01:57,DC,0,02,A,A
23683,15:01:58,DC,0,02,A,A
23684,15:01:59,DC,0,02,A,A
23685,15:02:00,DC,0,02,A,A
23686,15:02:01,DC,0,018,A,A
23687,15:02:02,DC,0,016,A,A
23688,15:02:03,DC,0,015,A,A
23689,15:02:04,DC,0,015,A,A
23690,15:02:05,DC,0,015,A,A
23691,15:02:06,DC,0,015,A,A
23692,15:02:07,DC,0,015,A,A
23693,15:02:08,DC,0,015,A,A
23694,15:02:09,DC,0,015,A,A
23695,15:02:10,DC,0,015,A,A
23696,15:02:11,DC,0,015,A,A
23697,15:02:12,DC,0,015,A,A
23698,15:02:13,DC,0,015,A,A
23699,15:02:14,DC,0,015,A,A
23700,15:02:15,DC,0,015,A,A
23701,15:02:16,DC,0,015,A,A
23702,15:02:17,DC,0,015,A,A
23703,15:02:18,DC,0,015,A,A
23704,15:02:19,DC,0,015,A,A
23705,15:02:20,DC,0,015,A,A
23706,15:02:21,DC,0,015,A,A
23707,15:02:22,DC,0,015,A,A
23708,15:02:23,DC,0,015,A,A
23709,15:02:24,DC,0,015,A,A
23710,15:02:25,DC,0,015,A,A
23711,15:02:26,DC,0,015,A,A
23712,15:02:27,DC,0,015,A,A
23713,15:02:28,DC,0,015,A,A
23714,15:02:29,DC,0,015,A,A
23715,15:02:30,DC,0,015,A,A
23716,15:02:31,DC,0,015,A,A
23717,15:02:32,DC,0,015,A,A
23718,15:02:33,DC,0,015,A,A
23719,15:02:34,DC,0,015,A,A
23720,15:02:35,DC,0,015,A,A
23721,15:02:36,DC,0,015,A,A
23722,15:02:37,DC,0,015,A,A
23723,15:02:38,DC,0,015,A,A
23724,15:02:39,DC,0,015,A,A
23725,15:02:40,DC,0,015,A,A
23726,15:02:41,DC,0,015,A,A
23727,15:02:42,DC,0,015,A,A
23728,15:02:43,DC,0,015,A,A
23729,15:02:44,DC,0,015,A,A
23730,15:02:45,DC,0,015,A,A
23731,15:02:46,DC,0,015,A,A
23732,15:02:47,DC,0,015,A,A
23733,15:02:48,DC,0,015,A,A
23734,15:02:49,DC,0,015,A,A
23735,15:02:50,DC,0,015,A,A
23736,15:02:51,DC,0,015,A,A
23737,15:02:52,DC,0,015,A,A
23738,15:02:53,DC,0,015,A,A
23739,15:02:54,DC,0,015,A,A
23740,15:02:55,DC,0,015,A,A
23741,15:02:56,DC,0,015,A,A
23742,15:02:57,DC,0,015,A,A
23743,15:02:58,DC,0,015,A,A
23744,15:02:59,DC,0,015,A,A
23745,15:03:00,DC,0,015,A,A
23746,15:03:01,DC,0,016,A,A
23747,15:03:02,DC,0,019,A,A
23748,15:03:03,DC,0,02,A,A
23749,15:03:04,DC,0,02,A,A
23750,15:03:05,DC,0,02,A,A
23751,15:03:06,DC,0,02,A,A
23752,15:03:07,DC,0,02,A,A
23753,15:03:08,DC,0,02,A,A
23754,15:03:09,DC,0,02,A,A
23755,15:03:10,DC,0,02,A,A
23756,15:03:11,DC,0,02,A,A
23757,15:03:12,DC,0,02,A,A
23758,15:03:13,DC,0,02,A,A
23759,15:03:14,DC,0,02,A,A
23760,15:03:15,DC,0,02,A,A
23761,15:03:16,DC,0,02,A,A
23762,15:03:17,DC,0,02,A,A
23763,15:03:18,DC,0,02,A,A
23764,15:03:19,DC,0,02,A,A
23765,15:03:20,DC,0,02,A,A
23766,15:03:21,DC,0,02,A,A
23767,15:03:22,DC,0,02,A,A
23768,15:03:23,DC,0,02,A,A
23769,15:03:24,DC,0,02,A,A
23770,15:03:25,DC,0,02,A,A
23771,15:03:26,DC,0,02,A,A
23772,15:03:27,DC,0,02,A,A
23773,15:03:28,DC,0,02,A,A
23774,15:03:29,DC,0,02,A,A
23775,15:03:30,DC,0,02,A,A
23776,15:03:31,DC,0,02,A,A
23777,15:03:32,DC,0,02,A,A
23778,15:03:33,DC,0,02,A,A
23779,15:03:34,DC,0,02,A,A
23780,15:03:35,DC,0,02,A,A
23781,15:03:36,DC,0,02,A,A
23782,15:03:37,DC,0,02,A,A
23783,15:03:38,DC,0,02,A,A
23784,15:03:39,DC,0,02,A,A
23785,15:03:40,DC,0,02,A,A
23786,15:03:41,DC,0,02,A,A
23787,15:03:42,DC,0,02,A,A
23788,15:03:43,DC,0,02,A,A
23789,15:03:44,DC,0,02,A,A
23790,15:03:45,DC,0,02,A,A
23791,15:03:46,DC,0,02,A,A
23792,15:03:47,DC,0,02,A,A
23793,15:03:48,DC,0,02,A,A
23794,15:03:49,DC,0,02,A,A
23795,15:03:50,DC,0,02,A,A
23796,15:03:51,DC,0,02,A,A
23797,15:03:52,DC,0,02,A,A
23798,15:03:53,DC,0,02,A,A
23799,15:03:54,DC,0,02,A,A
23800,15:03:55,DC,0,02,A,A
23801,15:03:56,DC,0,02,A,A
23802,15:03:57,DC,0,02,A,A
23803,15:03:58,DC,0,02,A,A
23804,15:03:59,DC,0,02,A,A
23805,15:04:00,DC,0,02,A,A
23806,15:04:01,DC,0,018,A,A
23807,15:04:02,DC,0,016,A,A
23808,15:04:03,DC,0,015,A,A
23809,15:04:04,DC,0,015,A,A
23810,15:04:05,DC,0,015,A,A
23811,15:04:06,DC,0,015,A,A
23812,15:04:07,DC,0,015,A,A
23813,15:04:08,DC,0,015,A,A
23814,15:04:09,DC,0,015,A,A
23815,15:04:10,DC,0,015,A,A
23816,15:04:11,DC,0,015,A,A
23817,15:04:12,DC,0,015,A,A
23818,15:04:13,DC,0,015,A,A
23819,15:04:14,DC,0,015,A,A
23820,15:04:15,DC,0,015,A,A
23821,15:04:16,DC,0,015,A,A
23822,15:04:17,DC,0,015,A,A
23823,15:04:18,DC,0,015,A,A
23824,15:04:19,DC,0,015,A,A
23825,15:04:20,DC,0,015,A,A
23826,15:04:21,DC,0,015,A,A
23827,15:04:22,DC,0,015,A,A
23828,15:04:23,DC,0,015,A,A
23829,15:04:24,DC,0,015,A,A
23830,15:04:25,DC,0,015,A,A
23831,15:04:26,DC,0,015,A,A
23832,15:04:27,DC,0,015,A,A
23833,15:04:28,DC,0,015,A,A
23834,15:04:29,DC,0,015,A,A
23835,15:04:30,DC,0,015,A,A
23836,15:04:31,DC,0,015,A,A
23837,15:04:32,DC,0,015,A,A
23838,15:04:33,DC,0,015,A,A
23839,15:04:34,DC,0,015,A,A
23840,15:04:35,DC,0,015,A,A
23841,15:04:36,DC,0,015,A,A
23842,15:04:37,DC,0,015,A,A
23843,15:04:38,DC,0,015,A,A
23844,15:04:39,DC,0,015,A,A
23845,15:04:40,DC,0,015,A,A
23846,15:04:41,DC,0,015,A,A
23847,15:04:42,DC,0,015,A,A
23848,15:04:43,DC,0,015,A,A
23849,15:04:44,DC,0,015,A,A
23850,15:04:45,DC,0,015,A,A
23851,15:04:46,DC,0,015,A,A
23852,15:04:47,DC,0,015,A,A
23853,15:04:48,DC,0,015,A,A
23854,15:04:49,DC,0,015,A,A
23855,15:04:50,DC,0,015,A,A
23856,15:04:51,DC,0,015,A,A
23857,15:04:52,DC,0,015,A,A
23858,15:04:53,DC,0,015,A,A
23859,15:04:54,DC,0,015,A,A
23860,15:04:55,DC,0,015,A,A
23861,15:04:56,DC,0,015,A,A
23862,15:04:57,DC,0,015,A,A
23863,15:04:58,DC,0,015,A,A
23864,15:04:59,DC,0,015,A,A
23865,15:05:00,DC,0,015,A,A
23866,15:05:01,DC,0,017,A,A
23867,15:05:02,DC,0,019,A,A
23868,15:05:03,DC,0,02,A,A
23869,15:05:04,DC,0,02,A,A
23870,15:05:05,DC,0,02,A,A
23871,15:05:06,DC,0,02,A,A
23872,15:05:07,DC,0,02,A,A
23873,15:05:08,DC,0,02,A,A
23874,15:05:09,DC,0,02,A,A
23875,15:05:10,DC,0,02,A,A
23876,15:05:11,DC,0,02,A,A
23877,15:05:12,DC,0,02,A,A
23878,15:05:13,DC,0,02,A,A
23879,15:05:14,DC,0,02,A,A
23880,15:05:15,DC,0,02,A,A
23881,15:05:16,DC,0,02,A,A
23882,15:05:17,DC,0,02,A,A
23883,15:05:18,DC,0,02,A,A
23884,15:05:19,DC,0,02,A,A
23885,15:05:20,DC,0,02,A,A
23886,15:05:21,DC,0,02,A,A
23887,15:05:22,DC,0,02,A,A
23888,15:05:23,DC,0,02,A,A
23889,15:05:24,DC,0,02,A,A
23890,15:05:25,DC,0,02,A,A
23891,15:05:26,DC,0,02,A,A
23892,15:05:27,DC,0,02,A,A
23893,15:05:28,DC,0,02,A,A
23894,15:05:29,DC,0,02,A,A
23895,15:05:30,DC,0,02,A,A
23896,15:05:31,DC,0,02,A,A
23897,15:05:32,DC,0,02,A,A
23898,15:05:33,DC,0,02,A,A
23899,15:05:34,DC,0,02,A,A
23900,15:05:35,DC,0,02,A,A
23901,15:05:36,DC,0,02,A,A
23902,15:05:37,DC,0,02,A,A
23903,15:05:38,DC,0,02,A,A
23904,15:05:39,DC,0,02,A,A
23905,15:05:40,DC,0,02,A,A
23906,15:05:41,DC,0,02,A,A
23907,15:05:42,DC,0,02,A,A
23908,15:05:43,DC,0,02,A,A
23909,15:05:44,DC,0,02,A,A
23910,15:05:45,DC,0,02,A,A
23911,15:05:46,DC,0,02,A,A
23912,15:05:47,DC,0,02,A,A
23913,15:05:48,DC,0,02,A,A
23914,15:05:49,DC,0,02,A,A
23915,15:05:50,DC,0,02,A,A
23916,15:05:51,DC,0,02,A,A
23917,15:05:52,DC,0,02,A,A
23918,15:05:53,DC,0,02,A,A
23919,15:05:54,DC,0,02,A,A
23920,15:05:55,DC,0,02,A,A
23921,15:05:56,DC,0,02,A,A
23922,15:05:57,DC,0,02,A,A
23923,15:05:58,DC,0,02,A,A
23924,15:05:59,DC,0,02,A,A
23925,15:06:00,DC,0,02,A,A
23926,15:06:01,DC,0,019,A,A
23927,15:06:02,DC,0,016,A,A
23928,15:06:03,DC,0,015,A,A
23929,15:06:04,DC,0,015,A,A
23930,15:06:05,DC,0,015,A,A
23931,15:06:06,DC,0,015,A,A
23932,15:06:07,DC,0,015,A,A
23933,15:06:08,DC,0,015,A,A
23934,15:06:09,DC,0,015,A,A
23935,15:06:10,DC,0,015,A,A
23936,15:06:11,DC,0,015,A,A
23937,15:06:12,DC,0,015,A,A
23938,15:06:13,DC,0,015,A,A
23939,15:06:14,DC,0,015,A,A
23940,15:06:15,DC,0,015,A,A
23941,15:06:16,DC,0,015,A,A
23942,15:06:17,DC,0,015,A,A
23943,15:06:18,DC,0,015,A,A
23944,15:06:19,DC,0,015,A,A
23945,15:06:20,DC,0,015,A,A
23946,15:06:21,DC,0,015,A,A
23947,15:06:22,DC,0,015,A,A
23948,15:06:23,DC,0,015,A,A
23949,15:06:24,DC,0,015,A,A
23950,15:06:25,DC,0,015,A,A
23951,15:06:26,DC,0,015,A,A
23952,15:06:27,DC,0,015,A,A
23953,15:06:28,DC,0,015,A,A
23954,15:06:29,DC,0,015,A,A
23955,15:06:30,DC,0,015,A,A
23956,15:06:31,DC,0,015,A,A
23957,15:06:32,DC,0,015,A,A
23958,15:06:33,DC,0,015,A,A
23959,15:06:34,DC,0,015,A,A
23960,15:06:35,DC,0,015,A,A
23961,15:06:36,DC,0,015,A,A
23962,15:06:37,DC,0,015,A,A
23963,15:06:38,DC,0,015,A,A
23964,15:06:39,DC,0,015,A,A
23965,15:06:40,DC,0,015,A,A
23966,15:06:41,DC,0,015,A,A
23967,15:06:42,DC,0,015,A,A
23968,15:06:43,DC,0,015,A,A
23969,15:06:44,DC,0,015,A,A
23970,15:06:45,DC,0,015,A,A
23971,15:06:46,DC,0,015,A,A
23972,15:06:47,DC,0,015,A,A
23973,15:06:48,DC,0,015,A,A
23974,15:06:49,DC,0,015,A,A
23975,15:06:50,DC,0,015,A,A
23976,15:06:51,DC,0,015,A,A
23977,15:06:52,DC,0,015,A,A
23978,15:06:53,DC,0,015,A,A
23979,15:06:54,DC,0,015,A,A
23980,15:06:55,DC,0,015,A,A
23981,15:06:56,DC,0,015,A,A
23982,15:06:57,DC,0,015,A,A
23983,15:06:58,DC,0,015,A,A
23984,15:06:59,DC,0,015,A,A
23985,15:07:00,DC,0,015,A,A
23986,15:07:01,DC,0,016,A,A
23987,15:07:02,DC,0,018,A,A
23988,15:07:03,DC,0,02,A,A
23989,15:07:04,DC,0,02,A,A
23990,15:07:05,DC,0,02,A,A
23991,15:07:06,DC,0,02,A,A
23992,15:07:07,DC,0,02,A,A
23993,15:07:08,DC,0,02,A,A
23994,15:07:09,DC,0,02,A,A
23995,15:07:10,DC,0,02,A,A
23996,15:07:11,DC,0,02,A,A
23997,15:07:12,DC,0,02,A,A
23998,15:07:13,DC,0,02,A,A
23999,15:07:14,DC,0,02,A,A
24000,15:07:15,DC,0,02,A,A
24001,15:07:16,DC,0,02,A,A
24002,15:07:17,DC,0,02,A,A
24003,15:07:18,DC,0,02,A,A
24004,15:07:19,DC,0,02,A,A
24005,15:07:20,DC,0,02,A,A
24006,15:07:21,DC,0,02,A,A
24007,15:07:22,DC,0,02,A,A
24008,15:07:23,DC,0,02,A,A
24009,15:07:24,DC,0,02,A,A
24010,15:07:25,DC,0,02,A,A
24011,15:07:26,DC,0,02,A,A
24012,15:07:27,DC,0,02,A,A
24013,15:07:28,DC,0,02,A,A
24014,15:07:29,DC,0,02,A,A
24015,15:07:30,DC,0,02,A,A
24016,15:07:31,DC,0,02,A,A
24017,15:07:32,DC,0,02,A,A
24018,15:07:33,DC,0,02,A,A
24019,15:07:34,DC,0,02,A,A
24020,15:07:35,DC,0,02,A,A
24021,15:07:36,DC,0,02,A,A
24022,15:07:37,DC,0,02,A,A
24023,15:07:38,DC,0,02,A,A
24024,15:07:39,DC,0,02,A,A
24025,15:07:40,DC,0,02,A,A
24026,15:07:41,DC,0,02,A,A
24027,15:07:42,DC,0,02,A,A
24028,15:07:43,DC,0,02,A,A
24029,15:07:44,DC,0,02,A,A
24030,15:07:45,DC,0,02,A,A
24031,15:07:46,DC,0,02,A,A
24032,15:07:47,DC,0,02,A,A
24033,15:07:48,DC,0,02,A,A
24034,15:07:49,DC,0,02,A,A
24035,15:07:50,DC,0,02,A,A
24036,15:07:51,DC,0,02,A,A
24037,15:07:52,DC,0,02,A,A
24038,15:07:53,DC,0,02,A,A
24039,15:07:54,DC,0,02,A,A
24040,15:07:55,DC,0,02,A,A
24041,15:07:56,DC,0,02,A,A
24042,15:07:57,DC,0,02,A,A
24043,15:07:58,DC,0,02,A,A
24044,15:07:59,DC,0,02,A,A
24045,15:08:00,DC,0,02,A,A
24046,15:08:01,DC,0,017,A,A
24047,15:08:02,DC,0,016,A,A
24048,15:08:03,DC,0,015,A,A
24049,15:08:04,DC,0,015,A,A
24050,15:08:05,DC,0,015,A,A
24051,15:08:06,DC,0,015,A,A
24052,15:08:07,DC,0,015,A,A
24053,15:08:08,DC,0,015,A,A
24054,15:08:09,DC,0,015,A,A
24055,15:08:10,DC,0,015,A,A
24056,15:08:11,DC,0,015,A,A
24057,15:08:12,DC,0,015,A,A
24058,15:08:13,DC,0,015,A,A
24059,15:08:14,DC,0,015,A,A
24060,15:08:15,DC,0,015,A,A
24061,15:08:16,DC,0,015,A,A
24062,15:08:17,DC,0,015,A,A
24063,15:08:18,DC,0,015,A,A
24064,15:08:19,DC,0,015,A,A
24065,15:08:20,DC,0,015,A,A
24066,15:08:21,DC,0,015,A,A
24067,15:08:22,DC,0,015,A,A
24068,15:08:23,DC,0,015,A,A
24069,15:08:24,DC,0,015,A,A
24070,15:08:25,DC,0,015,A,A
24071,15:08:26,DC,0,015,A,A
24072,15:08:27,DC,0,015,A,A
24073,15:08:28,DC,0,015,A,A
24074,15:08:29,DC,0,015,A,A
24075,15:08:30,DC,0,015,A,A
24076,15:08:31,DC,0,015,A,A
24077,15:08:32,DC,0,015,A,A
24078,15:08:33,DC,0,015,A,A
24079,15:08:34,DC,0,015,A,A
24080,15:08:35,DC,0,015,A,A
24081,15:08:36,DC,0,015,A,A
24082,15:08:37,DC,0,015,A,A
24083,15:08:38,DC,0,015,A,A
24084,15:08:39,DC,0,015,A,A
24085,15:08:40,DC,0,015,A,A
24086,15:08:41,DC,0,015,A,A
24087,15:08:42,DC,0,015,A,A
24088,15:08:43,DC,0,015,A,A
24089,15:08:44,DC,0,015,A,A
24090,15:08:45,DC,0,015,A,A
24091,15:08:46,DC,0,015,A,A
24092,15:08:47,DC,0,015,A,A
24093,15:08:48,DC,0,015,A,A
24094,15:08:49,DC,0,015,A,A
24095,15:08:50,DC,0,015,A,A
24096,15:08:51,DC,0,015,A,A
24097,15:08:52,DC,0,015,A,A
24098,15:08:53,DC,0,015,A,A
24099,15:08:54,DC,0,015,A,A
24100,15:08:55,DC,0,015,A,A
24101,15:08:56,DC,0,015,A,A
24102,15:08:57,DC,0,015,A,A
24103,15:08:58,DC,0,015,A,A
24104,15:08:59,DC,0,015,A,A
24105,15:09:00,DC,0,015,A,A
24106,15:09:01,DC,0,017,A,A
24107,15:09:02,DC,0,019,A,A
24108,15:09:03,DC,0,02,A,A
24109,15:09:04,DC,0,02,A,A
24110,15:09:05,DC,0,02,A,A
24111,15:09:06,DC,0,02,A,A
24112,15:09:07,DC,0,02,A,A
24113,15:09:08,DC,0,02,A,A
24114,15:09:09,DC,0,02,A,A
24115,15:09:10,DC,0,02,A,A
24116,15:09:11,DC,0,02,A,A
24117,15:09:12,DC,0,02,A,A
24118,15:09:13,DC,0,02,A,A
24119,15:09:14,DC,0,02,A,A
24120,15:09:15,DC,0,02,A,A
24121,15:09:16,DC,0,02,A,A
24122,15:09:17,DC,0,02,A,A
24123,15:09:18,DC,0,02,A,A
24124,15:09:19,DC,0,02,A,A
24125,15:09:20,DC,0,02,A,A
24126,15:09:21,DC,0,02,A,A
24127,15:09:22,DC,0,02,A,A
24128,15:09:23,DC,0,02,A,A
24129,15:09:24,DC,0,02,A,A
24130,15:09:25,DC,0,02,A,A
24131,15:09:26,DC,0,02,A,A
24132,15:09:27,DC,0,02,A,A
24133,15:09:28,DC,0,02,A,A
24134,15:09:29,DC,0,02,A,A
24135,15:09:30,DC,0,02,A,A
24136,15:09:31,DC,0,02,A,A
24137,15:09:32,DC,0,02,A,A
24138,15:09:33,DC,0,02,A,A
24139,15:09:34,DC,0,02,A,A
24140,15:09:35,DC,0,02,A,A
24141,15:09:36,DC,0,02,A,A
24142,15:09:37,DC,0,02,A,A
24143,15:09:38,DC,0,02,A,A
24144,15:09:39,DC,0,02,A,A
24145,15:09:40,DC,0,02,A,A
24146,15:09:41,DC,0,02,A,A
24147,15:09:42,DC,0,02,A,A
24148,15:09:43,DC,0,02,A,A
24149,15:09:44,DC,0,02,A,A
24150,15:09:45,DC,0,02,A,A
24151,15:09:46,DC,0,02,A,A
24152,15:09:47,DC,0,02,A,A
24153,15:09:48,DC,0,02,A,A
24154,15:09:49,DC,0,02,A,A
24155,15:09:50,DC,0,02,A,A
24156,15:09:51,DC,0,02,A,A
24157,15:09:52,DC,0,02,A,A
24158,15:09:53,DC,0,02,A,A
24159,15:09:54,DC,0,02,A,A
24160,15:09:55,DC,0,02,A,A
24161,15:09:56,DC,0,02,A,A
24162,15:09:57,DC,0,02,A,A
24163,15:09:58,DC,0,02,A,A
24164,15:09:59,DC,0,02,A,A
24165,15:10:00,DC,0,02,A,A
24166,15:10:01,DC,0,019,A,A
24167,15:10:02,DC,0,016,A,A
24168,15:10:03,DC,0,015,A,A
24169,15:10:04,DC,0,015,A,A
24170,15:10:05,DC,0,015,A,A
24171,15:10:06,DC,0,015,A,A
24172,15:10:07,DC,0,015,A,A
24173,15:10:08,DC,0,015,A,A
24174,15:10:09,DC,0,015,A,A
24175,15:10:10,DC,0,015,A,A
24176,15:10:11,DC,0,015,A,A
24177,15:10:12,DC,0,015,A,A
24178,15:10:13,DC,0,015,A,A
24179,15:10:14,DC,0,015,A,A
24180,15:10:15,DC,0,015,A,A
24181,15:10:16,DC,0,015,A,A
24182,15:10:17,DC,0,015,A,A
24183,15:10:18,DC,0,015,A,A
24184,15:10:19,DC,0,015,A,A
24185,15:10:20,DC,0,015,A,A
24186,15:10:21,DC,0,015,A,A
24187,15:10:22,DC,0,015,A,A
24188,15:10:23,DC,0,015,A,A
